_id,name,type,lat,longitutde
385208,Delhi,location,28.65381,77.22897
462342,Delhi,location,37.43216,-120.77854
460670,Delhi Hills,location,39.09284,-84.61272
372325,Delhi,location,42.85,-80.5
386467,New Delhi,location,28.63576,77.22445
315341,Delhi,airport,28.55655,77.10079
