_id,name,type,lat,longitutde
398281,Kolno,location,53.41148,21.92905
16799476,Kolno,location,53.99687,20.9947
1329085,Köln Messe/Deutz,location,50.940833,6.975
376319,Cologne,location,50.93333,6.95
464082,Meckenheim (Bz Köln),location,50.62388,7.02942
314039,Cologne/Bonn,airport,50.879908,7.119956
