_id,name,type,lat,longitutde
393153,Amsterdam,location,52.37403,4.88969
410867,Amsterdam,location,42.93869,-74.18819
382516,New Amsterdam,location,6.24793,-57.5171
406465,Nieuw Amsterdam,location,5.8833333,-55.0833333
314044,Amsterdam Schiphol,airport,52.30907,4.763385
